id,customer_pname,customer_name,active,name,partner_code,partner_sub_code,ref,contact_name,position,comment,is_company,customer,supplier,property_payment_term,parent_id,type,use_parent_address,street,street2,zip,city,country_id/id,phone,fax,mobile,email,เขต,กลุ่ม,ชนิดการค้า,category_id,website,user_id
mh_res_partner_3986,โรงเรียน,เกตุพิชัยวิทยา,TRUE,โรงเรียน เกตุพิชัยวิทยา,,,036-397288,อ.สุปรีดี  เกตุพิชัย,,อ.สุปรีดี  เกตุพิชัย,TRUE,TRUE,FALSE,30,,Default,FALSE,17 หมู่ 4 ต.หนองแก,อ.พระพุทธบาท จ.สระบุรี 18120,,,,"036-397288, 081-9888367",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3987,โรงเรียน,ขุนรามวิทยา,TRUE,โรงเรียน ขุนรามวิทยา,,,036-491590,ผอ.สมัย,,ผอ.สมัย,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ห้วยขุนราม อ.พัฒนานิคม,จ.ลพบุรี 15140,,,,"036-491590 ,05-1757884",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_3988,โรงเรียน,เขาสามยอดวิทยา,TRUE,โรงเรียน เขาสามยอดวิทยา,,,5837,นางสุวิมล จุฑะสุวรรณ์,ผอ.,"นางสุวิมล จุฑะสุวรรณ์, ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,ต.เขาสามยอด อ.เมือง,จ.ลพบุรี 15000,,,,,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_3989,โรงเรียน,ค่ายบางระจันวิทยาคม,TRUE,โรงเรียน ค่ายบางระจันวิทยาคม,,,036-597114,อ.สุภาธณัติ สิงห์วิจารย์,,อ.สุภาธณัติ สิงห์วิจารย์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.บางระจัน อ.ค่ายบางระจัน,จ.สิงห์บุรี 16150,,,,"036-597114,,06-1235431",01-7716370,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_399,,สมประเสริฐ,TRUE,สมประเสริฐ,,,300,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,368  ถนนสุทธิสารวินิจฉัยแยก1  แขวงดินแดง,เขตดินแดง    กทม,,,,2771261,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,จรินทร์
mh_res_partner_3990,โรงเรียน,คุรุประชาสรรค์,TRUE,โรงเรียน คุรุประชาสรรค์,,,3840,อ.ประจวบ  อิ่มเอม,ผจก.สหกรณ์,"อ.ประจวบ  อิ่มเอม, ผจก.สหกรณ์",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.สรรคบุรี  จ.ชัยนาท 17140,,,,,"056-481438-9,089-0819505",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_3991,โรงเรียน,โคกกระท้อนกิตติวุฒิวิทยา,TRUE,โรงเรียน โคกกระท้อนกิตติวุฒิวิทยา,,,4353,อ.ขวัญชัย,,อ.ขวัญชัย,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.งิ้วงาม อ.เสาไห้,จ.สระบุรี 18160,,,,"036-301023 , 087-1185482",036-301307,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3992,โรงเรียน,โคกกระเทียมวิทยาลัย,TRUE,โรงเรียน โคกกระเทียมวิทยาลัย,,,3768,อ.นงลักษณ์  ชาญวิทย์,,อ.นงลักษณ์  ชาญวิทย์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.เขาพระงาม อ.เมือง,จ.ลพบุรี 15160,,,,"036-486333,06-6135127",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3993,โรงเรียน,โคกเจริญวิทยา,TRUE,โรงเรียน โคกเจริญวิทยา,,,5104,อ.สุนทรี  กันม่วง,,อ.สุนทรี  กันม่วง,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.โคกเจริญ อ.โคกเจริญ,จ.ลพบุรี  15170,,,,081-7808932,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3994,โรงเรียน,โคกสลุงวิทยา,TRUE,โรงเรียน โคกสลุงวิทยา,,,5196,ผช.เพทาย  แก้วมณี,,ผช.เพทาย  แก้วมณี,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.พัฒนานิคม จ.ลพบุรี 15140,,,,,01-8522739,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3995,โรงเรียน,โคกสำโรง (ประถม),TRUE,โรงเรียน โคกสำโรง (ประถม),,,5243,อ.พัชรา,,อ.พัชรา,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.โคกสำโรง จ.ลพบุรี 15120,,,,,"036-413417, 081-8531714",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_3996,โรงเรียน,โคกสำโรงวิทยา,TRUE,โรงเรียน โคกสำโรงวิทยา,,,3908,อ.เตือนใจ  อุ่นอนันต์,,อ.เตือนใจ  อุ่นอนันต์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.โคกสำโรง จ.ลพบุรี 15120,,,,,036-441641,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_3997,โรงเรียน,จารึกล้อมวิทยา,TRUE,โรงเรียน จารึกล้อมวิทยา,,,4395,อ.สุชาลินี,หัวหน้าฝ่ายวิชาการ,"อ.สุชาลินี, หัวหน้าฝ่ายวิชาการ",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.โคกสำโรง จ.ลพบุรี 15250,,,,,"036-642922,06-1011767",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3998,โรงเรียน,จำรัสวิทยา,TRUE,โรงเรียน จำรัสวิทยา,,,3848,รองฯธนวัฒน์  มวกเหล็ก,,รองฯธนวัฒน์  มวกเหล็ก,TRUE,TRUE,FALSE,30,,Default,FALSE,59 หมู่ 1 ต.คำพาน,อ.วังม่วง จ.สระบุรี 18220,,,,036-359030,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_3999,โรงเรียน,จินดารัตน์,TRUE,โรงเรียน จินดารัตน์,,,1049,อ.ศรัณยากร,,อ.ศรัณยากร,TRUE,TRUE,FALSE,30,,Default,FALSE,85 ถนนพหลโยธิน ต.ท่าศาลา,อ.เมือง จ.ลพบุรี 15000,,,,"036-412836,089-9110704",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาซีคอนสแควร์,TRUE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาซีคอนสแควร์,OFC,,33,แผนกตรวจรับสินค้า,,แผนกตรวจรับสินค้า,TRUE,TRUE,FALSE,90,,Default,FALSE,55 ถนนศรีนครินทร์  แขวงหนองบอน,เขตประเวศ กรุงเทพฯ 10260,,,,"02-7218260,02-7218888",02-7218274,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
mh_res_partner_4-1,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,TRUE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OFC,,OC3,,,,FALSE,TRUE,FALSE,90,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาซีคอนสแควร์,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
mh_res_partner_40,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขา แจ้งวัฒนะ,TRUE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขา แจ้งวัฒนะ,OFC,,OC23,คุณ รุ่ง,,คุณ รุ่ง,TRUE,TRUE,FALSE,90,,Default,FALSE,ห้างสรรพสินค้าเซ็นทรัล ชั้นบี  เลขที่ 99/99 หมู่ที่ 2  ถ.แจ้งวัฒนะ,แขวงบางตลาด  เขตปากเกร็ด  จังหวัดนนทบุรี  11120,,,,02-8353510-3,02-8353511,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
mh_res_partner_40-1,บริษัท,ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,TRUE,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขาศูนย์กระจายสินค้าบางนา,OFC,,OC3,,,,FALSE,TRUE,FALSE,90,บริษัท ออฟฟิซ คลับ (ไทย) จำกัด สาขา แจ้งวัฒนะ,Shipping,FALSE,เลขที่ 105-106  หมู่ที่ 1  ตำบลศรีษะจรเข้ใหญ่,อำเภอบางเสาธง  จังหวัดสมุทรปราการ  10540,,,,,,,,กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก,"กรุงเทพฯ,โมเดิร์นเทรด,ขายปลีก",,OF-C
mh_res_partner_400,,สามโคก ศึกษาภัณฑ์,TRUE,สามโคก ศึกษาภัณฑ์,,,25817895,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,80/9  หมู่ที่ 2  ถนนปทุมธานี-สามโคก,ต.สามโคก  อ.สามโคก  จ.ปทุมธานี  12160,,,,"02-5817895,087-0208560",,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,จรินทร์
mh_res_partner_4000,โรงเรียน,จิระศาสตร์วิทยา,TRUE,โรงเรียน จิระศาสตร์วิทยา,,,5911,อ.สมควร,,อ.สมควร,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา 13000,,,,,,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4001,โรงเรียน,ใจเพียรวิทยานุสรณ์,TRUE,โรงเรียน ใจเพียรวิทยานุสรณ์,,,4654,อ.ภากร  ใจเพียร,ผู้จัดการ,"อ.ภากร  ใจเพียร, ผู้จัดการ",TRUE,TRUE,FALSE,30,,Default,FALSE,150 หมู่ 6 ต.ถอนสมอ,อ.ท่าช้าง จ.สิงห์บุรี 16140,,,,"036-595024,01-6340647",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4002,โรงเรียน,เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ลพบุรี,TRUE,โรงเรียน เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์ ลพบุรี,,,3830,อ.ไพโรจน์  ธรรมพิธี,,อ.ไพโรจน์  ธรรมพิธี,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ชัยบาดาล จ.ลพบุรี 15130,,,,,,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4003,โรงเรียน,ชัยบาดาลพิทยาคม,TRUE,โรงเรียน ชัยบาดาลพิทยาคม,,,3280,อ.สมศักดิ์,เจ้าหน้าที่พัสดุ,"อ.สมศักดิ์, เจ้าหน้าที่พัสดุ",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ชัยบาดาล จ.ลพบุรี 15130,,,,,036-461788,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4004,โรงเรียน,ชัยบาดาลวิทยา,TRUE,โรงเรียน ชัยบาดาลวิทยา,,,3857,อ.ถวัลย์ บุญแสน,ผอ.,"อ.ถวัลย์ บุญแสน, ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,ถ.สุรนารายณ์  อ.ชัยบาดาล,จ.ลพบุรี  15130,,,,"036-461543,461801",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4005,โรงเรียน,ชุมชนป้อมเพชร,TRUE,โรงเรียน ชุมชนป้อมเพชร,,,4725,อ.พรทิพย์  ทรวงแสวง,เจ้าหน้าที่สหกรณ์,"อ.พรทิพย์  ทรวงแสวง, เจ้าหน้าที่สหกรณ์",TRUE,TRUE,FALSE,30,,Default,FALSE,ต.หอรัตนไชย อ.พระนครศรีอยุธยา,จ.พระนครศรีอยุธยา 13000,,,,"035-241966,09-8084915",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4006,โรงเรียน,ชุมชนวัดจงโก มิตรภาพที่ 157,TRUE,โรงเรียน ชุมชนวัดจงโก มิตรภาพที่ 157,,,3864,อ.พิสันต์ เพ็ชร์สุวรรณ์,,อ.พิสันต์ เพ็ชร์สุวรรณ์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.หนองรี อ.ลำสนธิ,จ.ลพบุรี 15190,,,,"036-633392,633150",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4007,โรงเรียน,ดงตาลวิทยา,TRUE,โรงเรียน ดงตาลวิทยา,,,4167,อ.สมพิศ  ประชุมญาติ,,อ.สมพิศ  ประชุมญาติ,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ลพบุรี 15000,,,,,036-656309,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4008,โรงเรียน,เตรียมนานาชาติอยุธยา,TRUE,โรงเรียน เตรียมนานาชาติอยุธยา,,,035-243882,อ.ณิชา  แจ่มฤกษ์แจ้ง,ผู้จัดการ,"อ.ณิชา  แจ่มฤกษ์แจ้ง, ผู้จัดการ",TRUE,TRUE,FALSE,30,,Default,FALSE,17/7 หมู่ 10  ตำบลปากกราน,อำเภอนพระครศรีอยุธยา  จังหวัดพระนครศรีอยุธยา  13000,,,,086-3363830,035-244739,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4009,โรงเรียน,เตรียมอุดมศึกษาพัฒนาการสระบุรี,TRUE,โรงเรียน เตรียมอุดมศึกษาพัฒนาการสระบุรี,,,036-375112,ผอ.เริงฤทธิ์  ผดุงพันธ์,,ผอ.เริงฤทธิ์  ผดุงพันธ์,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.คชสิทธิ์ อ.หนองแค,จ.สระบุรี 18250,,,,"036-375112,081-3464618",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_401,บริษัท,สินทวี สเตชั่นเนอรี่ ซัพพลาย  จำกัด,TRUE,บริษัท สินทวี สเตชั่นเนอรี่ ซัพพลาย  จำกัด,,,1782,,,,TRUE,TRUE,FALSE,90,,Default,FALSE,35/8  หมู่ที่7 ซอยกิ่งแก้ว64  ต.ราชาเทวะ,อ.บางพลี  จ.สมุทรปราการ,,,,7384191-4,7384192,,,กรุงเทพฯ,,,กรุงเทพฯ,,จรินทร์
mh_res_partner_4010,โรงเรียน,ถาวรวิทยา,TRUE,โรงเรียน ถาวรวิทยา,,,3734,อ.ลมโชย  พุ่มริ้ว,,อ.ลมโชย  พุ่มริ้ว,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.วัดสิงห์ จ.ชัยนาท 17120,,,,,056-461204-5,056-461536,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4011,ร้าน,ถิ่นทอง,TRUE,ร้าน ถิ่นทอง,,,5369,อ.ณิชา,,อ.ณิชา,TRUE,TRUE,FALSE,30,,Default,FALSE,49/17 ถ.มหาราช ต.ประตูชัย,อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา 13000,,,,035-244739,035-244739,,,ภาคกลางและตะวันออก,ร้านค้าเครื่องเขียน,,"ภาคกลางและตะวันออก,ร้านค้าเครื่องเขียน",,ยศวีร์
mh_res_partner_4012,โรงเรียน,ท้ายพิกุล,TRUE,โรงเรียน ท้ายพิกุล,,,4188,อ.สุชาดา  สฤกพงศ์,,อ.สุชาดา  สฤกพงศ์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.พระพุทธบาท จ.สระบุรี 18120,,,,,"036-266281 ,01-7578398",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4013,โรงเรียน,"ท่าเรือ ""นิตยานุกูล""",TRUE,"โรงเรียน ท่าเรือ ""นิตยานุกูล""",,,4016,อ.สุรพล  พันธุ์เจริญ,,อ.สุรพล  พันธุ์เจริญ,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ท่าเรือ  จ.พระนครศรีอยุธยา 13130,,,,,035-341120,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4014,โรงเรียน,ท่าวุ้งวิทยาคาร,TRUE,โรงเรียน ท่าวุ้งวิทยาคาร,,,3903,อ.รุ่งวดี  สมบูรณ์,,อ.รุ่งวดี  สมบูรณ์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ท่าวุ้ง จ.ลพบุรี 15150,,,,,"036-481206,481337",036-481206,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4015,โรงเรียน,ท่าหลวงวิทยาคม,TRUE,โรงเรียน ท่าหลวงวิทยาคม,,,5728,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ท่าหลวง จ.ลพบุรี 15230,,,,,,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4016,โรงเรียน,ท่าหลวงวิทยานุกูล,TRUE,โรงเรียน ท่าหลวงวิทยานุกูล,,,4017,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ท่าหลวง  อ.ท่าเรือ,จ.พระนครศรีอยุธยา 18270,,,,035-341967,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4017,โรงเรียน,เทคโนโลยีภาคเหนือ,TRUE,โรงเรียน เทคโนโลยีภาคเหนือ,,,056-310285,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,919 ถ.พหลโยธิน,อ.เมือง จ.นครสวรรค์ 60000,,,,056-310285-6,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4018,โรงเรียน,เทศบาล 4 ระบบสาธิตเทศบาลเมืองลพบุรี,TRUE,โรงเรียน เทศบาล 4 ระบบสาธิตเทศบาลเมืองลพบุรี,,,5226,ผอ.กลิ่นผกา  รอดอัมพร,,ผอ.กลิ่นผกา  รอดอัมพร,TRUE,TRUE,FALSE,30,,Default,FALSE,(สังกัดเทศบาลเมืองลพบุรี),อ.เมือง จ.ลพบุรี 15000,,,,,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4019,โรงเรียน,เทศบาล ๑ บ้านโคกสำโรง,TRUE,โรงเรียน เทศบาล ๑ บ้านโคกสำโรง,,,4728,อ.ประภาพรรณ เขาธรรมพิทักษ์,ผช.ผอ.,"อ.ประภาพรรณ เขาธรรมพิทักษ์, ผช.ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,อ.โคกสำโรง จ.ลพบุรี 15250,,,,,"036-441854,01-7957060",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_402,,สีรุ้ง,TRUE,สีรุ้ง,,,318,เจ๊ลั้ง,,เจ๊ลั้ง,TRUE,TRUE,FALSE,90,,Default,FALSE,300/40 หมู่ 13  ถนนพหลโยธิน,ต.คูคต  อ.ลำลูกกา  จ.ปทุมธานี,,,,5363450-5363935,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,จรินทร์
mh_res_partner_4020,โรงเรียน,เทศบาล 3 ระบบสาธิตเทศบาลเมืองลพบุรี,TRUE,โรงเรียน เทศบาล 3 ระบบสาธิตเทศบาลเมืองลพบุรี,,,4653,ผอ.,,ผอ.,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ลพบุรี 15000,,,,,01-5720070,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4021,โรงเรียน,เทศบาล 3 วัดชัยมงคล,TRUE,โรงเรียน เทศบาล 3 วัดชัยมงคล,,,4643,ผอ.มนัส  คลองญาติ,,ผอ.มนัส  คลองญาติ,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.อ่างทอง 14000,,,,,"035-611354, 01-8532573",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4022,โรงเรียน,เทศบาล วัดสิงห์สถิตย์,TRUE,โรงเรียน เทศบาล วัดสิงห์สถิตย์,,,056-461313,อ.อนันต์  ทองคง,,อ.อนันต์  ทองคง,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.วัดสิงห์ อ.วัดสิงห์,จ.ชัยนาท 17120,,,,"056-461313,081-2837756",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4023,โรงเรียน,เทศบาล1ระบบสาธิตเทศบาลเมืองลพบุรี(สังกัดเทศบาลเมืองลพบุรี),TRUE,โรงเรียน เทศบาล1ระบบสาธิตเทศบาลเมืองลพบุรี(สังกัดเทศบาลเมืองลพบุรี),,,4631,ผอ.รัชนีวรรณ  บัวสถิตย์,,ผอ.รัชนีวรรณ  บัวสถิตย์,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ลพบุรี 15000,,,,,"036-411895 ,089-5409733",036-411895,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4024,โรงเรียน,เทศบาลตำบลถอนสมอ,TRUE,โรงเรียน เทศบาลตำบลถอนสมอ,,,5605,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.ท่าช้าง จ.สิงห์บุรี 16140,,,,,,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4025,โรงเรียน,เทศบาลบ้านกล้วย,TRUE,โรงเรียน เทศบาลบ้านกล้วย,,,3860,อ.กรรณ์ทิมา  วินัยพานิช,,อ.กรรณ์ทิมา  วินัยพานิช,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.เมือง จ.ชัยนาท 17000,,,,,"056-411203,420480",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4026,โรงเรียน,เทศบาลบ้านม่วง,TRUE,โรงเรียน เทศบาลบ้านม่วง,,,4635,อ.จักรวรรดิ์  เหลี่ยมสมบัติ,ผช.ผอ.,"อ.จักรวรรดิ์  เหลี่ยมสมบัติ, ผช.ผอ.",TRUE,TRUE,FALSE,30,,Default,FALSE,ถ.ถวิลวัฒนา อ.แก่งคอย,จ.สระบุรี 18110,,,,"036-251918,01-5724620",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4027,โรงเรียน,เทศบาลบ้านหมี่,TRUE,โรงเรียน เทศบาลบ้านหมี่,,,036-471352,อ.สุมาลี,,อ.สุมาลี,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.บ้านหมี่ จ.ลพบุรี 15110,,,,,"036-471352, 089-8267839",,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_4028,โรงเรียน,เทศบาลวัดกลาง,TRUE,โรงเรียน เทศบาลวัดกลาง,,,035-341700,อ.ประนอม,,อ.ประนอม,TRUE,TRUE,FALSE,30,,Default,FALSE,ถ.เทศบาล 5 ต.ท่าเรือ,อ.ท่าเรือ  จ.พระนครศรีอยุธยา 13130,,,,"035-341700, 083-4955689",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4029,โรงเรียน,เทศบาลวัดหัวยาง,TRUE,โรงเรียน เทศบาลวัดหัวยาง,,,056-478041,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,ต.ท่าชัย อ.เมือง,จ.ชัยนาท 17000,,,,056-478041,,,,ภาคเหนือ,สถานศึกษา,,"ภาคเหนือ,สถานศึกษา",,ยศวีร์
mh_res_partner_403,,สีรุ้ง 2,TRUE,สีรุ้ง 2,,,97846244,คุณส้ม,,คุณส้ม,TRUE,TRUE,FALSE,90,,Default,FALSE,สหกรณ์มหาวิทยาลัยเกษมบัณฑิต,,,,,09-7846244,,,,กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก,"กรุงเทพฯ,ร้านค้าเครื่องเขียน,ขายปลีก",,จรินทร์
mh_res_partner_4030,โรงเรียน,"นครหลวง""อุดมรัชต์วิทยา""",TRUE,"โรงเรียน นครหลวง""อุดมรัชต์วิทยา""",,,3889,,,,TRUE,TRUE,FALSE,30,,Default,FALSE,อ.นครหลวง จ.พระนครศรีอยุธยา 13260,,,,,035-359800,,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
mh_res_partner_4031,โรงเรียน,นานาชาติแอ๊ดเวนติสมิชชัน (Adventist international mission ),TRUE,โรงเรียน นานาชาติแอ๊ดเวนติสมิชชัน (Adventist international mission ),,,036-720677,คุณเฉลิมศรี  ฤทฑิไตรภพ,,คุณเฉลิมศรี  ฤทฑิไตรภพ,TRUE,TRUE,FALSE,30,,Default,FALSE,195 หมู่ที่ 3 ต.มวกเหล็ก,อ.มวกเหล็ก จ.สระบุรี 18180,,,,"036-720677, 089-1561543",,,,ภาคกลางและตะวันออก,สถานศึกษา,,"ภาคกลางและตะวันออก,สถานศึกษา",,ยศวีร์
